N,StencilRadius,ComputationTime(ms),storageType
1024,2,1.6237497329711914,0
1024,2,2.051001787185669,0
1024,2,1.7404496669769287,0
1024,2,1.4984965324401855,0
1024,2,1.874697208404541,0
